level_0,index,PI,YEAR,Trial,TRIAL_SHORT,Location,LOC_SHORT,Trt,Reps,Plots,SAMPLING,Trt1,Rep1,Plot,LABEL
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,41,1,141,Clx24-ASHB-22-F6-141
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,42,1,142,Clx24-ASHB-22-F6-142
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,43,1,143,Clx24-ASHB-22-F6-143
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,44,1,144,Clx24-ASHB-22-F6-144
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,45,1,145,Clx24-ASHB-22-F6-145
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,46,1,146,Clx24-ASHB-22-F6-146
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,47,1,147,Clx24-ASHB-22-F6-147
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,48,1,148,Clx24-ASHB-22-F6-148
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,1,2,201,Clx24-ASHB-22-F6-201
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,2,2,202,Clx24-ASHB-22-F6-202
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,3,2,203,Clx24-ASHB-22-F6-203
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,4,2,204,Clx24-ASHB-22-F6-204
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,5,2,205,Clx24-ASHB-22-F6-205
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,6,2,206,Clx24-ASHB-22-F6-206
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,7,2,207,Clx24-ASHB-22-F6-207
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,8,2,208,Clx24-ASHB-22-F6-208
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,9,2,209,Clx24-ASHB-22-F6-209
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,10,2,210,Clx24-ASHB-22-F6-210
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,11,2,211,Clx24-ASHB-22-F6-211
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,12,2,212,Clx24-ASHB-22-F6-212
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,13,2,213,Clx24-ASHB-22-F6-213
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,14,2,214,Clx24-ASHB-22-F6-214
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,15,2,215,Clx24-ASHB-22-F6-215
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,16,2,216,Clx24-ASHB-22-F6-216
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,17,2,217,Clx24-ASHB-22-F6-217
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,18,2,218,Clx24-ASHB-22-F6-218
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,19,2,219,Clx24-ASHB-22-F6-219
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,20,2,220,Clx24-ASHB-22-F6-220
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,21,2,221,Clx24-ASHB-22-F6-221
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,22,2,222,Clx24-ASHB-22-F6-222
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,23,2,223,Clx24-ASHB-22-F6-223
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,24,2,224,Clx24-ASHB-22-F6-224
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,25,2,225,Clx24-ASHB-22-F6-225
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,26,2,226,Clx24-ASHB-22-F6-226
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,27,2,227,Clx24-ASHB-22-F6-227
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,28,2,228,Clx24-ASHB-22-F6-228
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,29,2,229,Clx24-ASHB-22-F6-229
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,30,2,230,Clx24-ASHB-22-F6-230
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,31,2,231,Clx24-ASHB-22-F6-231
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,32,2,232,Clx24-ASHB-22-F6-232
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,33,2,233,Clx24-ASHB-22-F6-233
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,34,2,234,Clx24-ASHB-22-F6-234
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,35,2,235,Clx24-ASHB-22-F6-235
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,36,2,236,Clx24-ASHB-22-F6-236
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,37,2,237,Clx24-ASHB-22-F6-237
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,38,2,238,Clx24-ASHB-22-F6-238
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,39,2,239,Clx24-ASHB-22-F6-239
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,40,2,240,Clx24-ASHB-22-F6-240
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,41,2,241,Clx24-ASHB-22-F6-241
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,42,2,242,Clx24-ASHB-22-F6-242
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,43,2,243,Clx24-ASHB-22-F6-243
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,44,2,244,Clx24-ASHB-22-F6-244
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,45,2,245,Clx24-ASHB-22-F6-245
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,46,2,246,Clx24-ASHB-22-F6-246
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,47,2,247,Clx24-ASHB-22-F6-247
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,48,2,248,Clx24-ASHB-22-F6-248
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,1,3,301,Clx24-ASHB-22-F6-301
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,2,3,302,Clx24-ASHB-22-F6-302
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,3,3,303,Clx24-ASHB-22-F6-303
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,4,3,304,Clx24-ASHB-22-F6-304
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,5,3,305,Clx24-ASHB-22-F6-305
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,6,3,306,Clx24-ASHB-22-F6-306
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,7,3,307,Clx24-ASHB-22-F6-307
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,8,3,308,Clx24-ASHB-22-F6-308
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,9,3,309,Clx24-ASHB-22-F6-309
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,10,3,310,Clx24-ASHB-22-F6-310
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,11,3,311,Clx24-ASHB-22-F6-311
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,12,3,312,Clx24-ASHB-22-F6-312
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,13,3,313,Clx24-ASHB-22-F6-313
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,14,3,314,Clx24-ASHB-22-F6-314
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,15,3,315,Clx24-ASHB-22-F6-315
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,16,3,316,Clx24-ASHB-22-F6-316
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,17,3,317,Clx24-ASHB-22-F6-317
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,18,3,318,Clx24-ASHB-22-F6-318
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,19,3,319,Clx24-ASHB-22-F6-319
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,20,3,320,Clx24-ASHB-22-F6-320
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,21,3,321,Clx24-ASHB-22-F6-321
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,22,3,322,Clx24-ASHB-22-F6-322
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,23,3,323,Clx24-ASHB-22-F6-323
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,24,3,324,Clx24-ASHB-22-F6-324
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,25,3,325,Clx24-ASHB-22-F6-325
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,26,3,326,Clx24-ASHB-22-F6-326
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,27,3,327,Clx24-ASHB-22-F6-327
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,28,3,328,Clx24-ASHB-22-F6-328
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,29,3,329,Clx24-ASHB-22-F6-329
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,30,3,330,Clx24-ASHB-22-F6-330
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,31,3,331,Clx24-ASHB-22-F6-331
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,32,3,332,Clx24-ASHB-22-F6-332
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,33,3,333,Clx24-ASHB-22-F6-333
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,34,3,334,Clx24-ASHB-22-F6-334
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,35,3,335,Clx24-ASHB-22-F6-335
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,36,3,336,Clx24-ASHB-22-F6-336
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,37,3,337,Clx24-ASHB-22-F6-337
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,38,3,338,Clx24-ASHB-22-F6-338
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,39,3,339,Clx24-ASHB-22-F6-339
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,40,3,340,Clx24-ASHB-22-F6-340
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,41,3,341,Clx24-ASHB-22-F6-341
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,42,3,342,Clx24-ASHB-22-F6-342
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,43,3,343,Clx24-ASHB-22-F6-343
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,44,3,344,Clx24-ASHB-22-F6-344
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,45,3,345,Clx24-ASHB-22-F6-345
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,46,3,346,Clx24-ASHB-22-F6-346
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,47,3,347,Clx24-ASHB-22-F6-347
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F6,48,3,348,Clx24-ASHB-22-F6-348
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,1,1,101,Clx24-ASHB-22-F105-101
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,2,1,102,Clx24-ASHB-22-F105-102
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,3,1,103,Clx24-ASHB-22-F105-103
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,4,1,104,Clx24-ASHB-22-F105-104
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,5,1,105,Clx24-ASHB-22-F105-105
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,6,1,106,Clx24-ASHB-22-F105-106
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,7,1,107,Clx24-ASHB-22-F105-107
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,8,1,108,Clx24-ASHB-22-F105-108
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,9,1,109,Clx24-ASHB-22-F105-109
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,10,1,110,Clx24-ASHB-22-F105-110
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,11,1,111,Clx24-ASHB-22-F105-111
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,12,1,112,Clx24-ASHB-22-F105-112
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,13,1,113,Clx24-ASHB-22-F105-113
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,14,1,114,Clx24-ASHB-22-F105-114
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,15,1,115,Clx24-ASHB-22-F105-115
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,16,1,116,Clx24-ASHB-22-F105-116
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,17,1,117,Clx24-ASHB-22-F105-117
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,18,1,118,Clx24-ASHB-22-F105-118
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,19,1,119,Clx24-ASHB-22-F105-119
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,20,1,120,Clx24-ASHB-22-F105-120
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,21,1,121,Clx24-ASHB-22-F105-121
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,22,1,122,Clx24-ASHB-22-F105-122
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,23,1,123,Clx24-ASHB-22-F105-123
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,24,1,124,Clx24-ASHB-22-F105-124
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,25,1,125,Clx24-ASHB-22-F105-125
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,26,1,126,Clx24-ASHB-22-F105-126
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,27,1,127,Clx24-ASHB-22-F105-127
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,28,1,128,Clx24-ASHB-22-F105-128
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,29,1,129,Clx24-ASHB-22-F105-129
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,30,1,130,Clx24-ASHB-22-F105-130
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,31,1,131,Clx24-ASHB-22-F105-131
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,32,1,132,Clx24-ASHB-22-F105-132
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,33,1,133,Clx24-ASHB-22-F105-133
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,34,1,134,Clx24-ASHB-22-F105-134
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,35,1,135,Clx24-ASHB-22-F105-135
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,36,1,136,Clx24-ASHB-22-F105-136
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,37,1,137,Clx24-ASHB-22-F105-137
0,0,Lollato,22,Chloride (2) x variety (24),Clx24,Ashland Bottoms,ASHB,48,3,144,F105,38,1,138,Clx24-ASHB-22-F105-138
